Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,P,UTC
Round 1,Tue Jan 30 2018,21:30,-0200,S.E.R. Caxias RS,0-0,0-0,Athletico Paranaense,,2018-01-30T23:30Z
Round 1,Tue Jan 30 2018,20:00,-0200,Vitória da Conquista BA,0-0,0-0,Boa Esporte MG,,2018-01-30T22:00Z
Round 1,Wed Jan 31 2018,16:00,-0200,Nova Iguaçu RJ,1-1,1-0,CA Bragantino,,2018-01-31T18:00Z
Round 1,Wed Jan 31 2018,19:30,-0200,Boavista RJ,1-1,0-0,Internacional,,2018-01-31T21:30Z
Round 1,Wed Jan 31 2018,19:30,-0200,Caldense MG,0-1,0-0,Fluminense RJ,,2018-01-31T21:30Z
Round 1,Wed Jan 31 2018,20:00,-0200,Tubarão SC,2-0,2-0,América RN,,2018-01-31T22:00Z
Round 1,Wed Jan 31 2018,20:00,-0200,Aimoré RS,1-2,1-0,Cuiabá MT,,2018-01-31T22:00Z
Round 1,Wed Jan 31 2018,20:30,-0200,Uberlândia MG,2-0,0-0,Ituano SP,,2018-01-31T22:30Z
Round 1,Wed Jan 31 2018,21:30,-0200,Novo MS,2-3,1-2,Salgueiro PE,,2018-01-31T23:30Z
Round 1,Wed Jan 31 2018,21:30,-0200,Interporto TO,0-0,0-0,Juventude RS,,2018-01-31T23:30Z
Round 1,Wed Jan 31 2018,21:30,-0200,Independente PA,0-1,0-1,Sampaio Corrêa MA,,2018-01-31T23:30Z
Round 1,Wed Jan 31 2018,21:30,-0200,Floresta CE,0-2,0-1,Botafogo PB,,2018-01-31T23:30Z
Round 1,Wed Jan 31 2018,21:30,-0200,Treze PB,0-2,0-1,Figueirense SC,,2018-01-31T23:30Z
Round 1,Wed Jan 31 2018,21:30,-0200,Itabaiana SE,0-1,0-0,Joinville SC,,2018-01-31T23:30Z
Round 1,Wed Jan 31 2018,21:30,-0200,Cordino MA,1-1,1-0,Náutico PE,,2018-01-31T23:30Z
Round 1,Wed Jan 31 2018,21:45,-0200,Madureira RJ,0-1,0-1,São Paulo FC,,2018-01-31T23:45Z
Round 1,Wed Jan 31 2018,22:00,-0200,Real Ariquemes RO,0-1,0-1,Londrina PR,,2018-02-01T00:00Z
Round 1,Wed Jan 31 2018,22:30,-0200,Fluminense de Feira BA,2-0,1-0,Santa Cruz PE,,2018-02-01T00:30Z
Round 1,Thu Feb 1 2018,21:30,-0200,Novo Hamburgo RS,2-1,0-0,Paysandu PA,,2018-02-01T23:30Z
Round 1,Thu Feb 1 2018,19:15,-0200,U.R.T. MG,1-1,1-0,Paraná Clube,,2018-02-01T21:15Z
Round 1,Tue Feb 6 2018,20:15,-0200,Brasiliense DF,1-1,1-0,Oeste SP,,2018-02-06T22:15Z
Round 1,Tue Feb 6 2018,20:30,-0200,Inter de Limeira SP,1-0,1-0,Rio Branco AC,,2018-02-06T22:30Z
Round 1,Tue Feb 6 2018,21:30,-0200,Aparecidense GO,2-1,0-1,Botafogo RJ,,2018-02-06T23:30Z
Round 1,Tue Feb 6 2018,19:15,-0200,Nacional AM,0-0,0-0,Ponte Preta,,2018-02-06T21:15Z
Round 1,Wed Feb 7 2018,16:00,-0200,Ceilândia DF,2-3,1-1,Avaí SC,,2018-02-07T18:00Z
Round 1,Wed Feb 7 2018,16:30,-0200,Atlético Itapemirim ES,0-2,0-1,Remo PA,,2018-02-07T18:30Z
Round 1,Wed Feb 7 2018,17:00,-0200,Altos PI,2-1,1-0,Atlético Goianiense,,2018-02-07T19:00Z
Round 1,Wed Feb 7 2018,19:30,-0200,São Caetano SP,1-1,0-1,Criciúma SC,,2018-02-07T21:30Z
Round 1,Wed Feb 7 2018,19:30,-0200,Parnahyba PI,1-1,0-0,Coritiba PR,,2018-02-07T21:30Z
Round 1,Wed Feb 7 2018,19:30,-0200,Globo RN,0-2,0-2,Vitória BA,,2018-02-07T21:30Z
Round 1,Wed Feb 7 2018,19:30,-0200,Santos AP,1-2,0-0,Sport Recife PE,,2018-02-07T21:30Z
Round 1,Wed Feb 7 2018,20:30,-0200,Cianorte PR,2-0,0-0,ABC RN,,2018-02-07T22:30Z
Round 1,Wed Feb 7 2018,21:30,-0200,União Rondonópolis MT,1-3,0-1,CR Brasil AL,,2018-02-07T23:30Z
Round 1,Wed Feb 7 2018,21:30,-0200,Ferroviário CE,2-1,1-0,Confiança SE,,2018-02-07T23:30Z
Round 1,Wed Feb 7 2018,21:30,-0200,Sinop MT,0-1,0-1,Goiás GO,,2018-02-07T23:30Z
Round 1,Wed Feb 7 2018,21:30,-0200,Corumbaense MS,1-0,0-0,ASA AL,,2018-02-07T23:30Z
Round 1,Wed Feb 7 2018,21:45,-0200,Atlético Acreano AC,1-1,1-1,Atlético Mineiro,,2018-02-07T23:45Z
Round 1,Wed Feb 7 2018,21:45,-0200,Brusque SC,0-1,0-0,Ceará CE,,2018-02-07T23:45Z
Round 1,Wed Feb 7 2018,22:30,-0200,Manaus AM,2-2,1-1,CSA AL,,2018-02-08T00:30Z
Round 1,Wed Feb 7 2018,22:30,-0200,São Raimundo RR,0-1,0-0,Vila Nova GO,,2018-02-08T00:30Z
Round 2,Wed Feb 14 2018,22:30,-0200,Fluminense de Feira BA,0-1,0-1,Náutico PE,,2018-02-15T00:30Z
Round 2,Thu Feb 15 2018,19:15,-0200,Sport Recife PE,3-3,1-0,Ferroviário CE,3-4,2018-02-15T21:15Z
Round 2,Thu Feb 15 2018,19:15,-0200,Vitória BA,3-0,1-0,Corumbaense MS,,2018-02-15T21:15Z
Round 2,Thu Feb 15 2018,21:30,-0200,CSA AL,0-2,0-0,São Paulo FC,,2018-02-15T23:30Z
Round 2,Thu Feb 15 2018,21:30,-0200,Novo Hamburgo RS,1-1,0-1,CR Brasil AL,3-4,2018-02-15T23:30Z
Round 2,Thu Feb 15 2018,19:15,-0200,Fluminense RJ,5-0,2-0,Salgueiro PE,,2018-02-15T21:15Z
Round 2,Wed Feb 21 2018,19:30,-0300,Athletico Paranaense,5-4,0-0,Tubarão SC,,2018-02-21T22:30Z
Round 2,Wed Feb 21 2018,19:30,-0300,Londrina PR,1-2,1-0,Ceará CE,,2018-02-21T22:30Z
Round 2,Wed Feb 21 2018,19:30,-0300,Remo PA,1-2,1-2,Internacional,,2018-02-21T22:30Z
Round 2,Wed Feb 21 2018,20:30,-0300,CA Bragantino,1-0,0-0,Altos PI,,2018-02-21T23:30Z
Round 2,Wed Feb 21 2018,20:30,-0300,Criciúma SC,1-1,1-1,Cianorte PR,4-5,2018-02-21T23:30Z
Round 2,Wed Feb 21 2018,20:30,-0300,Figueirense SC,2-1,1-1,Oeste SP,,2018-02-21T23:30Z
Round 2,Wed Feb 21 2018,20:30,-0300,Goiás GO,0-0,0-0,Boa Esporte MG,6-5,2018-02-21T23:30Z
Round 2,Wed Feb 21 2018,21:30,-0300,Cuiabá MT,3-1,0-1,Aparecidense GO,,2018-02-22T00:30Z
Round 2,Wed Feb 21 2018,21:45,-0300,Botafogo PB,0-4,0-1,Atlético Mineiro,,2018-02-22T00:45Z
Round 2,Wed Feb 21 2018,21:45,-0300,Ponte Preta,1-0,0-0,Inter de Limeira SP,,2018-02-22T00:45Z
Round 2,Thu Feb 22 2018,19:15,-0300,Vila Nova GO,2-2,0-0,Joinville SC,4-2,2018-02-22T22:15Z
Round 2,Thu Feb 22 2018,21:30,-0300,Sampaio Corrêa MA,1-0,0-0,Paraná Clube,,2018-02-23T00:30Z
Round 2,Thu Feb 22 2018,21:30,-0300,Uberlândia MG,0-2,0-1,Coritiba PR,,2018-02-23T00:30Z
Round 2,Thu Feb 22 2018,19:15,-0300,Juventude RS,0-2,0-0,Avaí SC,,2018-02-22T22:15Z
Round 3,Wed Feb 28 2018,19:30,-0300,Goiás GO,1-0,0-0,Coritiba PR,,2018-02-28T22:30Z
Round 3,Wed Feb 28 2018,19:30,-0300,São Paulo FC,2-0,2-0,CR Brasil AL,,2018-02-28T22:30Z
Round 3,Wed Feb 28 2018,19:30,-0300,Náutico PE,2-1,0-0,Cuiabá MT,,2018-02-28T22:30Z
Round 3,Wed Feb 28 2018,19:30,-0300,Ponte Preta,0-0,0-0,Sampaio Corrêa MA,,2018-02-28T22:30Z
Round 3,Wed Feb 28 2018,19:30,-0300,CA Bragantino,1-0,1-0,Vitória BA,,2018-02-28T22:30Z
Round 3,Wed Feb 28 2018,20:30,-0300,Ferroviário CE,1-1,1-0,Vila Nova GO,,2018-02-28T23:30Z
Round 3,Wed Feb 28 2018,21:30,-0300,Athletico Paranaense,0-0,0-0,Ceará CE,,2018-03-01T00:30Z
Round 3,Wed Feb 28 2018,21:45,-0300,Figueirense SC,0-1,0-1,Atlético Mineiro,,2018-03-01T00:45Z
Round 3,Thu Mar 1 2018,19:15,-0300,Fluminense RJ,1-2,1-1,Avaí SC,,2018-03-01T22:15Z
Round 3,Thu Mar 1 2018,19:15,-0300,Internacional,2-0,0-0,Cianorte PR,,2018-03-01T22:15Z
Round 3,Wed Mar 14 2018,19:30,-0300,Coritiba PR,1-1,0-1,Goiás GO,,2018-03-14T22:30Z
Round 3,Wed Mar 14 2018,19:30,-0300,CR Brasil AL,0-3,0-1,São Paulo FC,,2018-03-14T22:30Z
Round 3,Wed Mar 14 2018,19:30,-0300,Cianorte PR,0-2,0-1,Internacional,,2018-03-14T22:30Z
Round 3,Wed Mar 14 2018,21:45,-0300,Cuiabá MT,0-1,0-0,Náutico PE,,2018-03-15T00:45Z
Round 3,Wed Mar 14 2018,21:45,-0300,Atlético Mineiro,1-2,1-1,Figueirense SC,4-2,2018-03-15T00:45Z
Round 3,Thu Mar 15 2018,19:15,-0300,Vitória BA,3-0,1-0,CA Bragantino,,2018-03-15T22:15Z
Round 3,Thu Mar 15 2018,20:30,-0300,Vila Nova GO,0-1,0-1,Ferroviário CE,,2018-03-15T23:30Z
Round 3,Thu Mar 15 2018,21:30,-0300,Ceará CE,1-1,1-1,Athletico Paranaense,5-6,2018-03-16T00:30Z
Round 3,Thu Mar 15 2018,21:30,-0300,Avaí SC,1-0,0-0,Fluminense RJ,,2018-03-16T00:30Z
Round 3,Thu Mar 15 2018,19:15,-0300,Sampaio Corrêa MA,0-0,0-0,Ponte Preta,3-5,2018-03-15T22:15Z
Round 4,Wed Apr 4 2018,19:30,-0300,Atlético Mineiro,4-0,3-0,Ferroviário CE,,2018-04-04T22:30Z
Round 4,Wed Apr 4 2018,21:45,-0300,Athletico Paranaense,2-1,1-0,São Paulo FC,,2018-04-05T00:45Z
Round 4,Wed Apr 11 2018,19:30,-0300,Internacional,2-1,1-1,Vitória BA,,2018-04-11T22:30Z
Round 4,Wed Apr 11 2018,21:45,-0300,Ponte Preta,3-0,3-0,Náutico PE,,2018-04-12T00:45Z
Round 4,Wed Apr 11 2018,19:30,-0300,Avaí SC,2-2,0-0,Goiás GO,,2018-04-11T22:30Z
Round 4,Wed Apr 18 2018,21:45,-0300,Náutico PE,1-0,0-0,Ponte Preta,,2018-04-19T00:45Z
Round 4,Wed Apr 18 2018,21:45,-0300,Ferroviário CE,2-2,2-0,Atlético Mineiro,,2018-04-19T00:45Z
Round 4,Wed Apr 18 2018,19:30,-0300,Goiás GO,2-0,1-0,Avaí SC,,2018-04-18T22:30Z
Round 4,Thu Apr 19 2018,19:15,-0300,São Paulo FC,2-2,2-1,Athletico Paranaense,,2018-04-19T22:15Z
Round 4,Thu Apr 19 2018,19:15,-0300,Vitória BA,1-0,0-0,Internacional,4-3,2018-04-19T22:15Z
Round of 16,Wed Apr 25 2018,19:30,-0300,Goiás GO,0-2,0-0,Grêmio Porto Alegre,,2018-04-25T22:30Z
Round of 16,Wed Apr 25 2018,19:30,-0300,Vitória BA,0-0,0-0,Corinthians SP,,2018-04-25T22:30Z
Round of 16,Wed May 2 2018,19:30,-0300,Ponte Preta,0-1,0-1,Flamengo RJ,,2018-05-02T22:30Z
Round of 16,Wed May 2 2018,19:30,-0300,Atlético Mineiro,0-0,0-0,Chapecoense,,2018-05-02T22:30Z
Round of 16,Wed May 9 2018,19:30,-0300,América MG,1-2,0-1,Palmeiras,,2018-05-09T22:30Z
Round of 16,Wed May 9 2018,21:45,-0300,Bahia BA,3-0,2-0,Vasco da Gama RJ,,2018-05-10T00:45Z
Round of 16,Wed May 9 2018,19:30,-0300,Grêmio Porto Alegre,3-1,1-0,Goiás GO,,2018-05-09T22:30Z
Round of 16,Thu May 10 2018,21:45,-0300,Santos FC,5-1,1-1,Luverdense MT,,2018-05-11T00:45Z
Round of 16,Thu May 10 2018,19:30,-0300,Corinthians SP,3-1,1-0,Vitória BA,,2018-05-10T22:30Z
Round of 16,Thu May 10 2018,19:30,-0300,Flamengo RJ,0-0,0-0,Ponte Preta,,2018-05-10T22:30Z
Round of 16,Wed May 16 2018,21:45,-0300,Athletico Paranaense,1-2,1-0,Cruzeiro,,2018-05-17T00:45Z
Round of 16,Wed May 16 2018,19:30,-0300,Chapecoense,0-0,0-0,Atlético Mineiro,4-3,2018-05-16T22:30Z
Round of 16,Thu May 17 2018,19:15,-0300,Luverdense MT,2-1,1-1,Santos FC,,2018-05-17T22:15Z
Round of 16,Wed May 23 2018,21:45,-0300,Palmeiras,1-1,0-1,América MG,,2018-05-24T00:45Z
Round of 16,Mon Jul 16 2018,20:00,-0300,Vasco da Gama RJ,2-0,1-0,Bahia BA,,2018-07-16T23:00Z
Round of 16,Mon Jul 16 2018,20:00,-0300,Cruzeiro,1-1,0-0,Athletico Paranaense,,2018-07-16T23:00Z
Quarterfinals,Wed Aug 1 2018,19:30,-0300,Santos FC,0-1,0-0,Cruzeiro,,2018-08-01T22:30Z
Quarterfinals,Wed Aug 1 2018,21:45,-0300,Corinthians SP,1-0,1-0,Chapecoense,,2018-08-02T00:45Z
Quarterfinals,Wed Aug 1 2018,21:45,-0300,Grêmio Porto Alegre,1-1,1-0,Flamengo RJ,,2018-08-02T00:45Z
Quarterfinals,Thu Aug 2 2018,19:15,-0300,Bahia BA,0-0,0-0,Palmeiras,,2018-08-02T22:15Z
Quarterfinals,Wed Aug 15 2018,21:45,-0300,Chapecoense,0-1,0-0,Corinthians SP,,2018-08-16T00:45Z
Quarterfinals,Wed Aug 15 2018,21:45,-0300,Flamengo RJ,1-0,1-0,Grêmio Porto Alegre,,2018-08-16T00:45Z
Quarterfinals,Wed Aug 15 2018,19:30,-0300,Cruzeiro,1-2,1-1,Santos FC,3-0,2018-08-15T22:30Z
Quarterfinals,Thu Aug 16 2018,19:15,-0300,Palmeiras,1-0,0-0,Bahia BA,,2018-08-16T22:15Z
Semifinals,Wed Sep 12 2018,21:45,-0300,Flamengo RJ,0-0,0-0,Corinthians SP,,2018-09-13T00:45Z
Semifinals,Wed Sep 12 2018,21:45,-0300,Palmeiras,0-1,0-1,Cruzeiro,,2018-09-13T00:45Z
Semifinals,Wed Sep 26 2018,21:45,-0300,Cruzeiro,1-1,1-0,Palmeiras,,2018-09-27T00:45Z
Semifinals,Wed Sep 26 2018,21:45,-0300,Corinthians SP,2-1,1-1,Flamengo RJ,,2018-09-27T00:45Z
Final,Wed Oct 10 2018,21:45,-0300,Cruzeiro,1-0,1-0,Corinthians SP,,2018-10-11T00:45Z
Final,Wed Oct 17 2018,21:45,-0300,Corinthians SP,1-2,0-1,Cruzeiro,,2018-10-18T00:45Z
