Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Preliminary round,Wed Nov 11 2020,18:00,CET/+0100,AUGC Deportiva Ceuta,0-3,,Racing Murcia FC,,,2020-11-11T17:00Z
Preliminary round,Wed Nov 11 2020,18:00,CET/+0100,CF Rusadir,1-2,,CD Rincón,,,2020-11-11T17:00Z
Preliminary round,Wed Nov 11 2020,19:00,CET/+0100,Real Titánico,0-2,,Anaitasuna FT,,,2020-11-11T18:00Z
Preliminary round,Wed Nov 11 2020,19:00,CET/+0100,Racing Rioja CF,3-0,,CD Colegios Diocesanos,,,2020-11-11T18:00Z
Preliminary round,Wed Nov 11 2020,19:00,CET/+0100,CF Montañesa,0-1,,CD Cantolagua,,,2020-11-11T18:00Z
Preliminary round,Wed Nov 11 2020,19:00,CET/+0100,CD Cardassar,,,AD CF Épila,,4-3,2020-11-11T18:00Z
Preliminary round,Wed Nov 11 2020,19:30,CET/+0100,UD Tomares,3-0,,CP Chinato,,,2020-11-11T18:30Z
Preliminary round,Wed Nov 11 2020,20:00,CET/+0100,Miengo FC,0-1,,CD Ribadumia,,,2020-11-11T19:00Z
Preliminary round,Wed Nov 11 2020,20:00,CET/+0100,Móstoles CF,0-0,0-0,CD Marchamalo,0-0,4-5,2020-11-11T19:00Z
Preliminary round,Wed Nov 11 2020,21:30,CET/+0100,UD Guía,0-1,,CD Buñol,,,2020-11-11T20:30Z
Round 1,Tue Dec 15 2020,18:00,CET/+0100,CA Pulpileño,1-2,0-0,CD Lugo,,,2020-12-15T17:00Z
Round 1,Tue Dec 15 2020,19:00,CET/+0100,CD Marchamalo,1-1,0-1,SD Huesca,2-3,,2020-12-15T18:00Z
Round 1,Tue Dec 15 2020,19:00,CET/+0100,UD Tomares,0-6,0-2,CA Osasuna,,,2020-12-15T18:00Z
Round 1,Tue Dec 15 2020,19:00,CET/+0100,CD Cantolagua,0-5,0-2,Real Valladolid,,,2020-12-15T18:00Z
Round 1,Tue Dec 15 2020,19:00,CET/+0100,Sestao River,0-0,0-0,CD Tenerife,0-2,,2020-12-15T18:00Z
Round 1,Tue Dec 15 2020,19:00,CET/+0100,Club Portugalete,1-0,0-0,SD Ponferradina,,,2020-12-15T18:00Z
Round 1,Tue Dec 15 2020,20:00,CET/+0100,Ciudad de Lucena,0-3,0-3,Sevilla FC,,,2020-12-15T19:00Z
Round 1,Tue Dec 15 2020,20:00,CET/+0100,Ourense CF,0-0,0-0,CD Leganés,0-1,,2020-12-15T19:00Z
Round 1,Tue Dec 15 2020,20:30,CET/+0100,CD Coria,2-3,1-2,Real Oviedo,,,2020-12-15T19:30Z
Round 1,Wed Dec 16 2020,15:15,CET/+0100,Coruxo FC,0-4,0-1,Málaga CF,,,2020-12-16T14:15Z
Round 1,Wed Dec 16 2020,15:30,CET/+0100,CD Lealtad,1-2,0-1,AD Alcorcón,,,2020-12-16T14:30Z
Round 1,Wed Dec 16 2020,16:00,CET/+0100,Burgos CF,2-0,0-0,FC Andorra,,,2020-12-16T15:00Z
Round 1,Wed Dec 16 2020,18:00,CET/+0100,Quintanar del Rey,1-2,0-0,Sporting Gijón,,,2020-12-16T17:00Z
Round 1,Wed Dec 16 2020,18:00,CET/+0100,CE L'Hospitalet,1-4,0-2,UD Almería,,,2020-12-16T17:00Z
Round 1,Wed Dec 16 2020,18:00,CET/+0100,San Fernando CD,0-2,0-2,CD Castellón,,,2020-12-16T17:00Z
Round 1,Wed Dec 16 2020,18:00,CET/+0100,Córdoba CF,1-0,0-0,Albacete,,,2020-12-16T17:00Z
Round 1,Wed Dec 16 2020,18:30,CET/+0100,CD Numancia,4-1,2-0,Lorca Deportiva,,,2020-12-16T17:30Z
Round 1,Wed Dec 16 2020,19:00,CET/+0100,Racing Murcia FC,0-5,0-2,Levante UD,,,2020-12-16T18:00Z
Round 1,Wed Dec 16 2020,19:00,CET/+0100,CD Cardassar,0-3,0-2,Atlético Madrid,,,2020-12-16T18:00Z
Round 1,Wed Dec 16 2020,19:00,CET/+0100,Terrassa FC,2-2,1-0,Valencia CF,2-4,,2020-12-16T18:00Z
Round 1,Wed Dec 16 2020,19:00,CET/+0100,Las Rozas CF,1-0,1-0,CD Mirandés,,,2020-12-16T18:00Z
Round 1,Wed Dec 16 2020,19:00,CET/+0100,Gimnástica Torrelavega,0-2,0-0,Real Zaragoza,,,2020-12-16T18:00Z
Round 1,Wed Dec 16 2020,19:00,CET/+0100,UE Llagostera,0-0,0-0,Espanyol Barcelona,0-1,,2020-12-16T18:00Z
Round 1,Wed Dec 16 2020,19:00,CET/+0100,CD Ibiza,0-2,0-0,CE Sabadell,,,2020-12-16T18:00Z
Round 1,Wed Dec 16 2020,19:00,CET/+0100,Atlético Baleares,0-1,0-0,CF Fuenlabrada,,,2020-12-16T18:00Z
Round 1,Wed Dec 16 2020,19:00,CET/+0100,SD Amorebieta,1-0,1-0,UD Logroñés,,,2020-12-16T18:00Z
Round 1,Wed Dec 16 2020,19:00,CET/+0100,Inter de Madrid,0-3,0-1,Linares Deportivo,,,2020-12-16T18:00Z
Round 1,Wed Dec 16 2020,19:30,CET/+0100,CD Guijuelo,0-1,0-0,RCD Mallorca,,,2020-12-16T18:30Z
Round 1,Wed Dec 16 2020,19:30,CET/+0100,Rayo Majadahonda,1-2,0-0,Yeclano Deportivo,,,2020-12-16T18:30Z
Round 1,Wed Dec 16 2020,20:00,CET/+0100,Marbella FC,1-0,0-0,Lleida Esportiu,,,2020-12-16T19:00Z
Round 1,Wed Dec 16 2020,20:30,CET/+0100,CD Calahorra,0-1,0-0,CF La Nucía,,,2020-12-16T19:30Z
Round 1,Wed Dec 16 2020,21:00,CET/+0100,CD Buñol,1-2,1-0,Elche CF,,,2020-12-16T20:00Z
Round 1,Wed Dec 16 2020,21:00,CET/+0100,CD Rincón,0-2,0-1,CD Alavés,,,2020-12-16T20:00Z
Round 1,Wed Dec 16 2020,21:00,CET/+0100,SD Leioa,0-6,0-2,Villarreal CF,,,2020-12-16T20:00Z
Round 1,Wed Dec 16 2020,23:30,CET/+0100,CD Marino,0-1,0-0,UE Cornellà,,,2020-12-16T22:30Z
Round 1,Thu Dec 17 2020,17:00,CET/+0100,Deportivo La Coruña,1-0,1-0,CD El Ejido 2012,,,2020-12-17T16:00Z
Round 1,Thu Dec 17 2020,18:00,CET/+0100,CDA Navalcarnero,1-0,1-0,CD Badajoz,,,2020-12-17T17:00Z
Round 1,Thu Dec 17 2020,19:00,CET/+0100,Anaitasuna FT,1-2,0-0,Getafe CF,,,2020-12-17T18:00Z
Round 1,Thu Dec 17 2020,19:00,CET/+0100,CD Ribadumia,0-2,0-1,Cádiz CF,,,2020-12-17T18:00Z
Round 1,Thu Dec 17 2020,19:00,CET/+0100,AD San Juan,0-2,0-2,Granada CF,,,2020-12-17T18:00Z
Round 1,Thu Dec 17 2020,19:00,CET/+0100,Gimnástica Segoviana,0-2,0-1,Girona FC,,,2020-12-17T18:00Z
Round 1,Thu Dec 17 2020,19:00,CET/+0100,CD Teruel,1-1,0-1,Rayo Vallecano,2-3,,2020-12-17T18:00Z
Round 1,Thu Dec 17 2020,19:00,CET/+0100,UD Ibiza,1-1,1-1,SD Compostela,2-1,,2020-12-17T18:00Z
Round 1,Thu Dec 17 2020,19:00,CET/+0100,CD Leonesa,1-0,1-0,CF Villanovense,,,2020-12-17T18:00Z
Round 1,Thu Dec 17 2020,19:00,CET/+0100,UD Mutilvera,1-0,0-0,Racing Santander,,,2020-12-17T18:00Z
Round 1,Thu Dec 17 2020,19:30,CET/+0100,UCAM Murcia CF,0-2,0-1,Real Betis,,,2020-12-17T18:30Z
Round 1,Thu Dec 17 2020,19:30,CET/+0100,Peña Deportiva,4-1,1-1,SD Tarazona,,,2020-12-17T18:30Z
Round 1,Thu Dec 17 2020,20:00,CET/+0100,CD Varea,0-4,0-3,UD Las Palmas,,,2020-12-17T19:00Z
Round 1,Thu Dec 17 2020,20:00,CET/+0100,Pontevedra CF,2-1,1-0,FC Cartagena,,,2020-12-17T19:00Z
Round 1,Thu Dec 17 2020,20:15,CET/+0100,CD Alcoyano,4-1,2-1,CD Laredo,,,2020-12-17T19:15Z
Round 1,Thu Dec 17 2020,20:30,CET/+0100,Extremadura UD,1-2,0-1,UD Socuéllamos,,,2020-12-17T19:30Z
Round 1,Thu Dec 17 2020,21:00,CET/+0100,Racing Rioja CF,0-2,0-1,SD Eibar,,,2020-12-17T20:00Z
Round 1,Thu Dec 17 2020,21:00,CET/+0100,UD Llanera,0-5,0-1,RC Celta,,,2020-12-17T20:00Z
Round 1,Wed Dec 23 2020,18:30,CET/+0100,Haro Deportivo,2-1,1-1,RB Linense,,,2020-12-23T17:30Z
Round 1,Wed Dec 23 2020,19:00,CET/+0100,Zamora CF,2-1,1-0,SD Logroñés,,,2020-12-23T18:00Z
Round 1,Wed Dec 30 2020,12:00,CET/+0100,UD Poblense,1-2,0-1,UE Olot,,,2020-12-30T11:00Z
Round 2,Tue Jan 5 2021,17:00,CET/+0100,Córdoba CF,1-0,1-0,Getafe CF,,,2021-01-05T16:00Z
Round 2,Tue Jan 5 2021,19:00,CET/+0100,Zamora CF,1-4,1-2,Villarreal CF,,,2021-01-05T18:00Z
Round 2,Tue Jan 5 2021,19:00,CET/+0100,Linares Deportivo,0-2,0-1,Sevilla FC,,,2021-01-05T18:00Z
Round 2,Tue Jan 5 2021,21:00,CET/+0100,Marbella FC,2-2,0-0,Real Valladolid,2-3,,2021-01-05T20:00Z
Round 2,Tue Jan 5 2021,21:00,CET/+0100,AD Alcorcón,2-1,1-1,Real Zaragoza,,,2021-01-05T20:00Z
Round 2,Tue Jan 5 2021,17:00,CET/+0100,UD Ibiza,5-2,3-0,RC Celta,,,2021-01-05T16:00Z
Round 2,Wed Jan 6 2021,12:00,CET/+0100,Club Portugalete,1-2,0-1,Levante UD,,,2021-01-06T11:00Z
Round 2,Wed Jan 6 2021,12:00,CET/+0100,CF La Nucía,0-1,0-0,Elche CF,,,2021-01-06T11:00Z
Round 2,Wed Jan 6 2021,12:00,CET/+0100,CD Numancia,1-2,0-1,UD Almería,,,2021-01-06T11:00Z
Round 2,Wed Jan 6 2021,13:00,CET/+0100,UD Socuéllamos,0-2,0-2,CD Leganés,,,2021-01-06T12:00Z
Round 2,Wed Jan 6 2021,17:00,CET/+0100,UD Mutilvera,1-3,1-2,Real Betis,,,2021-01-06T16:00Z
Round 2,Wed Jan 6 2021,17:00,CET/+0100,CD Leonesa,1-1,1-1,Granada CF,1-2,,2021-01-06T16:00Z
Round 2,Wed Jan 6 2021,17:00,CET/+0100,Haro Deportivo,1-3,0-2,Rayo Vallecano,,,2021-01-06T16:00Z
Round 2,Wed Jan 6 2021,17:00,CET/+0100,CDA Navalcarnero,1-0,0-0,UD Las Palmas,,,2021-01-06T16:00Z
Round 2,Wed Jan 6 2021,18:00,CET/+0100,UE Cornellà,1-0,1-0,Atlético Madrid,,,2021-01-06T17:00Z
Round 2,Wed Jan 6 2021,19:00,CET/+0100,UE Olot,0-3,0-1,CA Osasuna,,,2021-01-06T18:00Z
Round 2,Wed Jan 6 2021,19:00,CET/+0100,Deportivo La Coruña,0-1,0-0,CD Alavés,,,2021-01-06T18:00Z
Round 2,Wed Jan 6 2021,19:00,CET/+0100,Burgos CF,0-2,0-0,Espanyol Barcelona,,,2021-01-06T18:00Z
Round 2,Wed Jan 6 2021,20:00,CET/+0100,CD Castellón,0-2,0-2,CD Tenerife,,,2021-01-06T19:00Z
Round 2,Wed Jan 6 2021,21:00,CET/+0100,CF Fuenlabrada,1-1,0-1,RCD Mallorca,2-2,7-6,2021-01-06T20:00Z
Round 2,Wed Jan 6 2021,21:00,CET/+0100,Málaga CF,0-0,0-0,Real Oviedo,1-0,,2021-01-06T20:00Z
Round 2,Thu Jan 7 2021,19:00,CET/+0100,Pontevedra CF,0-0,0-0,Cádiz CF,0-0,4-5,2021-01-07T18:00Z
Round 2,Thu Jan 7 2021,19:00,CET/+0100,SD Amorebieta,0-1,0-0,Sporting Gijón,,,2021-01-07T18:00Z
Round 2,Thu Jan 7 2021,19:00,CET/+0100,Peña Deportiva,0-0,0-0,CE Sabadell,0-0,2-0,2021-01-07T18:00Z
Round 2,Thu Jan 7 2021,19:00,CET/+0100,Girona FC,0-0,0-0,CD Lugo,2-1,,2021-01-07T18:00Z
Round 2,Thu Jan 7 2021,21:00,CET/+0100,Las Rozas CF,3-3,0-2,SD Eibar,3-4,,2021-01-07T20:00Z
Round 2,Thu Jan 7 2021,21:00,CET/+0100,CD Alcoyano,2-1,1-1,SD Huesca,,,2021-01-07T20:00Z
Round 2,Thu Jan 7 2021,19:00,CET/+0100,Yeclano Deportivo,1-4,0-3,Valencia CF,,,2021-01-07T18:00Z
Round 3,Sat Jan 16 2021,12:00,CET/+0100,Peña Deportiva,1-1,1-0,Real Valladolid,1-4,,2021-01-16T11:00Z
Round 3,Sat Jan 16 2021,12:00,CET/+0100,UD Almería,5-0,3-0,CD Alavés,,,2021-01-16T11:00Z
Round 3,Sat Jan 16 2021,16:00,CET/+0100,Girona FC,2-0,0-0,Cádiz CF,,,2021-01-16T15:00Z
Round 3,Sat Jan 16 2021,16:00,CET/+0100,Rayo Vallecano,2-0,1-0,Elche CF,,,2021-01-16T15:00Z
Round 3,Sat Jan 16 2021,18:00,CET/+0100,CF Fuenlabrada,1-1,0-1,Levante UD,1-1,2-4,2021-01-16T17:00Z
Round 3,Sat Jan 16 2021,20:00,CET/+0100,CD Leganés,0-0,0-0,Sevilla FC,0-1,,2021-01-16T19:00Z
Round 3,Sun Jan 17 2021,12:00,CET/+0100,Espanyol Barcelona,0-2,0-2,CA Osasuna,,,2021-01-17T11:00Z
Round 3,Sun Jan 17 2021,16:00,CET/+0100,CDA Navalcarnero,3-1,1-1,SD Eibar,,,2021-01-17T15:00Z
Round 3,Sun Jan 17 2021,16:00,CET/+0100,Sporting Gijón,0-2,0-2,Real Betis,,,2021-01-17T15:00Z
Round 3,Sun Jan 17 2021,18:00,CET/+0100,AD Alcorcón,0-2,0-1,Valencia CF,,,2021-01-17T17:00Z
Round 3,Sun Jan 17 2021,18:00,CET/+0100,CD Tenerife,0-1,0-0,Villarreal CF,,,2021-01-17T17:00Z
Round 3,Sun Jan 17 2021,12:00,CET/+0100,Málaga CF,1-2,0-2,Granada CF,,,2021-01-17T11:00Z
Round 3,Wed Jan 20 2021,19:00,CET/+0100,Córdoba CF,0-2,0-0,Real Sociedad,,,2021-01-20T18:00Z
Round 3,Wed Jan 20 2021,21:00,CET/+0100,CD Alcoyano,1-1,0-1,Real Madrid,2-1,,2021-01-20T20:00Z
Round 3,Thu Jan 21 2021,21:00,CET/+0100,UE Cornellà,0-0,0-0,FC Barcelona,0-2,,2021-01-21T20:00Z
Round 3,Thu Jan 21 2021,19:00,CET/+0100,UD Ibiza,1-2,1-0,Athletic Bilbao,,,2021-01-21T18:00Z
Round of 16,Tue Jan 26 2021,21:00,CET/+0100,Girona FC,0-1,0-1,Villarreal CF,,,2021-01-26T20:00Z
Round of 16,Tue Jan 26 2021,21:00,CET/+0100,Real Betis,1-1,0-1,Real Sociedad,3-1,,2021-01-26T20:00Z
Round of 16,Tue Jan 26 2021,19:00,CET/+0100,Real Valladolid,2-4,1-2,Levante UD,,,2021-01-26T18:00Z
Round of 16,Wed Jan 27 2021,19:00,CET/+0100,Sevilla FC,3-0,3-0,Valencia CF,,,2021-01-27T18:00Z
Round of 16,Wed Jan 27 2021,21:00,CET/+0100,Rayo Vallecano,1-2,0-0,FC Barcelona,,,2021-01-27T20:00Z
Round of 16,Wed Jan 27 2021,21:00,CET/+0100,UD Almería,0-0,0-0,CA Osasuna,0-0,5-4,2021-01-27T20:00Z
Round of 16,Thu Jan 28 2021,21:00,CET/+0100,CD Alcoyano,1-2,1-0,Athletic Bilbao,,,2021-01-28T20:00Z
Round of 16,Thu Jan 28 2021,19:00,CET/+0100,CDA Navalcarnero,0-6,0-4,Granada CF,,,2021-01-28T18:00Z
Quarterfinals,Tue Feb 2 2021,21:00,CET/+0100,UD Almería,0-1,0-0,Sevilla FC,,,2021-02-02T20:00Z
Quarterfinals,Wed Feb 3 2021,21:00,CET/+0100,Granada CF,2-2,1-0,FC Barcelona,3-5,,2021-02-03T20:00Z
Quarterfinals,Wed Feb 3 2021,19:00,CET/+0100,Levante UD,0-0,0-0,Villarreal CF,1-0,,2021-02-03T18:00Z
Quarterfinals,Thu Feb 4 2021,21:00,CET/+0100,Real Betis,1-1,0-0,Athletic Bilbao,1-1,1-4,2021-02-04T20:00Z
Semifinals,Wed Feb 10 2021,21:00,CET/+0100,Sevilla FC,2-0,1-0,FC Barcelona,,,2021-02-10T20:00Z
Semifinals,Thu Feb 11 2021,21:00,CET/+0100,Athletic Bilbao,1-1,0-1,Levante UD,,,2021-02-11T20:00Z
Semifinals,Wed Mar 3 2021,21:00,CET/+0100,FC Barcelona,2-0,1-0,Sevilla FC,3-0,,2021-03-03T20:00Z
Semifinals,Thu Mar 4 2021,21:00,CET/+0100,Levante UD,1-1,1-1,Athletic Bilbao,1-2,,2021-03-04T20:00Z
Final,Sat Apr 17 2021,21:30,CEST/+0200,FC Barcelona,4-0,0-0,Athletic Bilbao,,,2021-04-17T19:30Z
