Round,Date,Time,Team 1,FT,HT,Team 2
1,Sun Jun 14 2020,12:00,IK Sirius,0-2,0-1,Djurgårdens IF
1,Sun Jun 14 2020,14:30,IFK Göteborg,0-1,0-1,IF Elfsborg
1,Sun Jun 14 2020,14:30,IFK Norrköping,2-1,1-1,Kalmar FF
1,Sun Jun 14 2020,17:30,Örebro SK,0-2,0-0,AIK Solna
1,Sun Jun 14 2020,17:30,Hammarby IF,2-0,1-0,Östersunds FK
1,Mon Jun 15 2020,19:00,Helsingborgs IF,0-3,0-1,Varbergs BoIS
1,Mon Jun 15 2020,19:00,Falkenbergs FF,1-1,1-1,BK Häcken
1,Mon Jun 15 2020,19:00,Malmö FF,2-0,0-0,Mjällby AIF
2,Wed Jun 17 2020,19:00,IF Elfsborg,2-2,1-0,Hammarby IF
2,Wed Jun 17 2020,19:00,AIK Solna,1-4,0-4,IFK Norrköping
2,Wed Jun 17 2020,19:00,Djurgårdens IF,1-2,1-1,Örebro SK
2,Thu Jun 18 2020,19:00,Mjällby AIF,0-1,0-1,Falkenbergs FF
2,Thu Jun 18 2020,19:00,Östersunds FK,0-2,0-0,IK Sirius
2,Thu Jun 18 2020,19:00,Kalmar FF,4-0,2-0,Helsingborgs IF
2,Thu Jun 18 2020,19:00,Varbergs BoIS,1-2,1-1,IFK Göteborg
2,Thu Jun 18 2020,19:00,BK Häcken,1-1,0-1,Malmö FF
3,Sun Jun 21 2020,14:30,Falkenbergs FF,0-2,0-0,Kalmar FF
3,Sun Jun 21 2020,14:30,Malmö FF,2-2,1-1,Varbergs BoIS
3,Sun Jun 21 2020,14:30,IFK Norrköping,3-0,2-0,Djurgårdens IF
3,Sun Jun 21 2020,17:30,Hammarby IF,0-2,0-0,AIK Solna
3,Sun Jun 21 2020,17:30,Örebro SK,0-0,0-0,Östersunds FK
3,Mon Jun 22 2020,19:00,Helsingborgs IF,0-0,0-0,IF Elfsborg
3,Mon Jun 22 2020,19:00,IK Sirius,2-2,1-2,BK Häcken
3,Mon Jun 22 2020,19:00,IFK Göteborg,2-2,0-1,Mjällby AIF
4,Sat Jun 27 2020,15:00,Östersunds FK,2-4,1-1,IFK Norrköping
4,Sun Jun 28 2020,14:30,IK Sirius,2-2,1-1,IFK Göteborg
4,Sun Jun 28 2020,14:30,Djurgårdens IF,5-0,4-0,Kalmar FF
4,Sun Jun 28 2020,14:30,Mjällby AIF,2-1,0-1,Hammarby IF
4,Sun Jun 28 2020,17:30,IF Elfsborg,1-1,0-1,Örebro SK
4,Sun Jun 28 2020,17:30,AIK Solna,2-2,1-0,Malmö FF
4,Mon Jun 29 2020,19:00,BK Häcken,1-0,0-0,Helsingborgs IF
4,Mon Jun 29 2020,19:00,Varbergs BoIS,3-1,2-0,Falkenbergs FF
5,Wed Jul 1 2020,19:00,IFK Norrköping,1-1,0-1,IF Elfsborg
5,Wed Jul 1 2020,19:00,Kalmar FF,1-2,1-0,Östersunds FK
5,Wed Jul 1 2020,19:00,Malmö FF,1-0,1-0,Djurgårdens IF
5,Thu Jul 2 2020,19:00,Hammarby IF,1-0,1-0,Varbergs BoIS
5,Thu Jul 2 2020,19:00,IFK Göteborg,1-0,0-0,AIK Solna
5,Thu Jul 2 2020,19:00,Falkenbergs FF,1-2,1-0,IK Sirius
5,Thu Jul 2 2020,19:00,Örebro SK,0-0,0-0,BK Häcken
5,Thu Jul 2 2020,19:00,Helsingborgs IF,0-1,0-0,Mjällby AIF
6,Sun Jul 5 2020,14:30,IF Elfsborg,1-0,1-0,Malmö FF
6,Sun Jul 5 2020,14:30,AIK Solna,1-1,0-0,Falkenbergs FF
6,Sun Jul 5 2020,17:30,IK Sirius,2-1,0-1,Örebro SK
6,Sun Jul 5 2020,17:30,BK Häcken,3-0,1-0,Hammarby IF
6,Mon Jul 6 2020,19:00,IFK Norrköping,3-1,1-0,IFK Göteborg
6,Mon Jul 6 2020,19:00,Djurgårdens IF,2-2,2-1,Helsingborgs IF
6,Mon Jul 6 2020,19:00,Östersunds FK,0-1,0-0,Mjällby AIF
6,Mon Jul 6 2020,19:00,Varbergs BoIS,1-0,0-0,Kalmar FF
7,Sat Jul 11 2020,15:00,Falkenbergs FF,0-1,0-0,Östersunds FK
7,Sat Jul 11 2020,15:00,Hammarby IF,0-0,0-0,IK Sirius
7,Sun Jul 12 2020,14:30,Helsingborgs IF,2-0,0-0,AIK Solna
7,Sun Jul 12 2020,14:30,Örebro SK,1-0,0-0,Varbergs BoIS
7,Sun Jul 12 2020,17:30,IFK Göteborg,1-2,0-2,Djurgårdens IF
7,Sun Jul 12 2020,17:30,Mjällby AIF,3-1,1-0,BK Häcken
7,Mon Jul 13 2020,19:00,Kalmar FF,1-2,1-0,IF Elfsborg
7,Mon Jul 13 2020,19:00,Malmö FF,1-1,1-0,IFK Norrköping
8,Wed Jul 15 2020,19:00,IFK Göteborg,1-1,1-0,Helsingborgs IF
8,Wed Jul 15 2020,19:00,AIK Solna,1-0,0-0,IK Sirius
8,Wed Jul 15 2020,19:00,Djurgårdens IF,1-0,0-0,Falkenbergs FF
8,Thu Jul 16 2020,19:00,BK Häcken,6-0,2-0,IF Elfsborg
8,Thu Jul 16 2020,19:00,IFK Norrköping,2-0,0-0,Örebro SK
8,Thu Jul 16 2020,19:00,Kalmar FF,1-2,1-1,Hammarby IF
8,Thu Jul 16 2020,19:00,Östersunds FK,1-2,0-1,Malmö FF
8,Thu Jul 16 2020,19:00,Varbergs BoIS,1-0,0-0,Mjällby AIF
9,Sun Jul 19 2020,14:30,IK Sirius,4-2,1-1,IFK Norrköping
9,Sun Jul 19 2020,14:30,Malmö FF,2-1,0-1,Kalmar FF
9,Sun Jul 19 2020,14:30,Varbergs BoIS,2-2,1-1,AIK Solna
9,Sun Jul 19 2020,17:30,Falkenbergs FF,2-2,1-0,Helsingborgs IF
9,Sun Jul 19 2020,17:30,IF Elfsborg,1-0,0-0,Djurgårdens IF
9,Sun Jul 19 2020,17:30,Östersunds FK,2-2,0-0,BK Häcken
9,Mon Jul 20 2020,19:00,Hammarby IF,1-1,0-0,IFK Göteborg
9,Mon Jul 20 2020,19:00,Örebro SK,3-1,1-1,Mjällby AIF
10,Wed Jul 22 2020,19:00,BK Häcken,4-0,2-0,AIK Solna
10,Wed Jul 22 2020,19:00,Djurgårdens IF,0-0,0-0,Östersunds FK
10,Wed Jul 22 2020,19:00,IFK Norrköping,2-0,1-0,Varbergs BoIS
10,Thu Jul 23 2020,19:00,Helsingborgs IF,1-1,0-1,Örebro SK
10,Thu Jul 23 2020,19:00,IFK Göteborg,2-2,1-0,Falkenbergs FF
10,Thu Jul 23 2020,19:00,Kalmar FF,1-1,0-0,IK Sirius
10,Thu Jul 23 2020,19:00,Malmö FF,3-0,2-0,Hammarby IF
10,Thu Jul 23 2020,19:00,Mjällby AIF,0-5,0-4,IF Elfsborg
11,Sun Jul 26 2020,14:30,BK Häcken,0-0,0-0,IFK Göteborg
11,Sun Jul 26 2020,14:30,Falkenbergs FF,3-3,2-0,IFK Norrköping
11,Sun Jul 26 2020,14:30,IF Elfsborg,3-3,1-1,Varbergs BoIS
11,Sun Jul 26 2020,17:30,AIK Solna,0-1,0-0,Djurgårdens IF
11,Sun Jul 26 2020,17:30,IK Sirius,2-5,1-0,Malmö FF
11,Mon Jul 27 2020,19:00,Hammarby IF,3-0,1-0,Örebro SK
11,Mon Jul 27 2020,19:00,Mjällby AIF,2-2,1-0,Kalmar FF
11,Mon Jul 27 2020,19:00,Östersunds FK,0-0,0-0,Helsingborgs IF
12,Sat Aug 1 2020,15:00,Djurgårdens IF,3-1,2-1,BK Häcken
12,Sat Aug 1 2020,15:00,Örebro SK,1-2,0-0,Falkenbergs FF
12,Sun Aug 2 2020,14:30,Helsingborgs IF,1-1,1-0,Hammarby IF
12,Sun Aug 2 2020,17:30,IFK Göteborg,0-3,0-2,Malmö FF
12,Sun Aug 2 2020,17:30,Varbergs BoIS,1-1,0-0,Östersunds FK
12,Sun Aug 2 2020,18:00,Kalmar FF,0-0,0-0,AIK Solna
12,Mon Aug 3 2020,19:00,IF Elfsborg,3-3,1-3,IK Sirius
12,Mon Aug 3 2020,19:00,IFK Norrköping,1-1,0-0,Mjällby AIF
13,Wed Aug 5 2020,19:00,Hammarby IF,1-1,0-1,Falkenbergs FF
13,Wed Aug 5 2020,19:00,Malmö FF,4-1,2-1,Helsingborgs IF
13,Wed Aug 5 2020,19:00,Varbergs BoIS,1-2,0-2,Djurgårdens IF
13,Thu Aug 6 2020,19:00,AIK Solna,1-2,0-2,IF Elfsborg
13,Thu Aug 6 2020,19:00,BK Häcken,2-1,1-0,IFK Norrköping
13,Thu Aug 6 2020,19:00,IFK Göteborg,2-2,1-2,Östersunds FK
13,Thu Aug 6 2020,19:00,Kalmar FF,0-3,0-1,Örebro SK
13,Thu Aug 6 2020,19:00,Mjällby AIF,1-1,0-1,IK Sirius
14,Sun Aug 9 2020,14:30,BK Häcken,,,Kalmar FF
14,Sun Aug 9 2020,14:30,Falkenbergs FF,,,Malmö FF
14,Sun Aug 9 2020,14:30,Örebro SK,,,IFK Göteborg
14,Sun Aug 9 2020,17:30,Djurgårdens IF,,,Hammarby IF
14,Sun Aug 9 2020,17:30,Mjällby AIF,,,AIK Solna
14,Sun Aug 9 2020,17:30,Östersunds FK,,,IF Elfsborg
14,Mon Aug 10 2020,19:00,Helsingborgs IF,,,IFK Norrköping
14,Mon Aug 10 2020,19:00,IK Sirius,,,Varbergs BoIS
15,Wed Aug 12 2020,19:00,Djurgårdens IF,,,Mjällby AIF
15,Wed Aug 12 2020,19:00,Malmö FF,,,Örebro SK
15,Thu Aug 13 2020,19:00,AIK Solna,,,Östersunds FK
15,Thu Aug 13 2020,19:00,IF Elfsborg,,,Falkenbergs FF
15,Thu Aug 13 2020,19:00,IFK Norrköping,,,Hammarby IF
15,Thu Aug 13 2020,19:00,IK Sirius,,,Helsingborgs IF
15,Thu Aug 13 2020,19:00,Kalmar FF,,,IFK Göteborg
15,Thu Aug 13 2020,19:00,Varbergs BoIS,,,BK Häcken
16,Sat Aug 15 2020,15:00,Örebro SK,,,Djurgårdens IF
16,Sun Aug 16 2020,14:30,Falkenbergs FF,,,AIK Solna
16,Sun Aug 16 2020,14:30,Hammarby IF,,,IF Elfsborg
16,Sun Aug 16 2020,17:30,Mjällby AIF,,,Malmö FF
16,Mon Aug 17 2020,19:00,BK Häcken,,,Varbergs BoIS
16,Mon Aug 17 2020,19:00,Helsingborgs IF,,,IK Sirius
16,Mon Aug 17 2020,19:00,IFK Göteborg,,,IFK Norrköping
16,Mon Aug 17 2020,19:00,Östersunds FK,,,Kalmar FF
17,Sat Aug 22 2020,15:00,Djurgårdens IF,,,IFK Göteborg
17,Sat Aug 22 2020,15:00,IK Sirius,,,Hammarby IF
17,Sun Aug 23 2020,14:30,IF Elfsborg,,,Östersunds FK
17,Sun Aug 23 2020,14:30,Malmö FF,,,Falkenbergs FF
17,Sun Aug 23 2020,17:30,AIK Solna,,,Helsingborgs IF
17,Sun Aug 23 2020,17:30,Varbergs BoIS,,,Örebro SK
17,Mon Aug 24 2020,19:00,IFK Norrköping,,,BK Häcken
17,Mon Aug 24 2020,19:00,Kalmar FF,,,Mjällby AIF
18,Sat Aug 29 2020,15:00,Östersunds FK,,,Falkenbergs FF
18,Sat Aug 29 2020,15:00,Varbergs BoIS,,,IK Sirius
18,Sun Aug 30 2020,14:30,AIK Solna,,,BK Häcken
18,Sun Aug 30 2020,14:30,Helsingborgs IF,,,Djurgårdens IF
18,Sun Aug 30 2020,14:30,Mjällby AIF,,,IFK Göteborg
18,Sun Aug 30 2020,17:30,Malmö FF,,,IF Elfsborg
18,Sun Aug 30 2020,17:30,Örebro SK,,,IFK Norrköping
18,Sun Aug 30 2020,17:30,Hammarby IF,,,Kalmar FF
19,Thu Sep 10 2020,19:00,BK Häcken,,,Djurgårdens IF
19,Thu Sep 10 2020,19:00,Falkenbergs FF,,,Varbergs BoIS
19,Thu Sep 10 2020,19:00,Helsingborgs IF,,,Kalmar FF
19,Thu Sep 10 2020,19:00,IF Elfsborg,,,Mjällby AIF
19,Thu Sep 10 2020,19:00,IFK Göteborg,,,Hammarby IF
19,Thu Sep 10 2020,19:00,IFK Norrköping,,,Östersunds FK
19,Thu Sep 10 2020,19:00,IK Sirius,,,AIK Solna
19,Thu Sep 10 2020,19:00,Örebro SK,,,Malmö FF
20,Sun Sep 13 2020,19:00,BK Häcken,,,IK Sirius
20,Sun Sep 13 2020,19:00,Djurgårdens IF,,,IF Elfsborg
20,Sun Sep 13 2020,19:00,Falkenbergs FF,,,IFK Göteborg
20,Sun Sep 13 2020,19:00,Hammarby IF,,,Helsingborgs IF
20,Sun Sep 13 2020,19:00,Kalmar FF,,,IFK Norrköping
20,Sun Sep 13 2020,19:00,Malmö FF,,,AIK Solna
20,Sun Sep 13 2020,19:00,Mjällby AIF,,,Varbergs BoIS
20,Sun Sep 13 2020,19:00,Östersunds FK,,,Örebro SK
21,Sun Sep 20 2020,19:00,AIK Solna,,,Hammarby IF
21,Sun Sep 20 2020,19:00,IF Elfsborg,,,BK Häcken
21,Sun Sep 20 2020,19:00,IFK Göteborg,,,Kalmar FF
21,Sun Sep 20 2020,19:00,IFK Norrköping,,,Malmö FF
21,Sun Sep 20 2020,19:00,IK Sirius,,,Falkenbergs FF
21,Sun Sep 20 2020,19:00,Mjällby AIF,,,Örebro SK
21,Sun Sep 20 2020,19:00,Östersunds FK,,,Djurgårdens IF
21,Sun Sep 20 2020,19:00,Varbergs BoIS,,,Helsingborgs IF
22,Sun Sep 27 2020,,AIK Solna,,,Mjällby AIF
22,Sun Sep 27 2020,,Djurgårdens IF,,,IFK Norrköping
22,Sun Sep 27 2020,,Falkenbergs FF,,,Hammarby IF
22,Sun Sep 27 2020,,Helsingborgs IF,,,Östersunds FK
22,Sun Sep 27 2020,,IF Elfsborg,,,IFK Göteborg
22,Sun Sep 27 2020,,Kalmar FF,,,Varbergs BoIS
22,Sun Sep 27 2020,,Malmö FF,,,BK Häcken
22,Sun Sep 27 2020,,Örebro SK,,,IK Sirius
23,Sun Oct 4 2020,19:00,BK Häcken,,,Falkenbergs FF
23,Sun Oct 4 2020,19:00,Hammarby IF,,,Djurgårdens IF
23,Sun Oct 4 2020,19:00,IFK Göteborg,,,Varbergs BoIS
23,Sun Oct 4 2020,19:00,Kalmar FF,,,Malmö FF
23,Sun Oct 4 2020,19:00,Mjällby AIF,,,Helsingborgs IF
23,Sun Oct 4 2020,19:00,Örebro SK,,,IF Elfsborg
23,Sun Oct 4 2020,19:00,Östersunds FK,,,AIK Solna
23,Sun Oct 4 2020,19:00,IFK Norrköping,,,IK Sirius
24,Sun Oct 18 2020,19:00,AIK Solna,,,IFK Göteborg
24,Sun Oct 18 2020,19:00,Djurgårdens IF,,,Malmö FF
24,Sun Oct 18 2020,19:00,Falkenbergs FF,,,Örebro SK
24,Sun Oct 18 2020,19:00,Hammarby IF,,,Mjällby AIF
24,Sun Oct 18 2020,19:00,Helsingborgs IF,,,BK Häcken
24,Sun Oct 18 2020,19:00,IF Elfsborg,,,Kalmar FF
24,Sun Oct 18 2020,19:00,IK Sirius,,,Östersunds FK
24,Sun Oct 18 2020,19:00,Varbergs BoIS,,,IFK Norrköping
25,Sun Oct 25 2020,19:00,BK Häcken,,,Mjällby AIF
25,Sun Oct 25 2020,19:00,Djurgårdens IF,,,IK Sirius
25,Sun Oct 25 2020,19:00,IFK Norrköping,,,AIK Solna
25,Sun Oct 25 2020,19:00,Kalmar FF,,,Falkenbergs FF
25,Sun Oct 25 2020,19:00,Malmö FF,,,IFK Göteborg
25,Sun Oct 25 2020,19:00,Örebro SK,,,Helsingborgs IF
25,Sun Oct 25 2020,19:00,Östersunds FK,,,Hammarby IF
25,Sun Oct 25 2020,19:00,Varbergs BoIS,,,IF Elfsborg
26,Sun Nov 1 2020,19:00,AIK Solna,,,Varbergs BoIS
26,Sun Nov 1 2020,19:00,Falkenbergs FF,,,Djurgårdens IF
26,Sun Nov 1 2020,19:00,Hammarby IF,,,BK Häcken
26,Sun Nov 1 2020,19:00,Helsingborgs IF,,,Malmö FF
26,Sun Nov 1 2020,19:00,IF Elfsborg,,,IFK Norrköping
26,Sun Nov 1 2020,19:00,IFK Göteborg,,,Örebro SK
26,Sun Nov 1 2020,19:00,IK Sirius,,,Kalmar FF
26,Sun Nov 1 2020,19:00,Mjällby AIF,,,Östersunds FK
27,Sun Nov 8 2020,19:00,BK Häcken,,,Östersunds FK
27,Sun Nov 8 2020,19:00,Djurgårdens IF,,,AIK Solna
27,Sun Nov 8 2020,19:00,Falkenbergs FF,,,IF Elfsborg
27,Sun Nov 8 2020,19:00,Helsingborgs IF,,,IFK Göteborg
27,Sun Nov 8 2020,19:00,Malmö FF,,,IK Sirius
27,Sun Nov 8 2020,19:00,Mjällby AIF,,,IFK Norrköping
27,Sun Nov 8 2020,19:00,Örebro SK,,,Kalmar FF
27,Sun Nov 8 2020,19:00,Varbergs BoIS,,,Hammarby IF
28,Sun Nov 22 2020,19:00,AIK Solna,,,Örebro SK
28,Sun Nov 22 2020,19:00,Hammarby IF,,,Malmö FF
28,Sun Nov 22 2020,19:00,IF Elfsborg,,,Helsingborgs IF
28,Sun Nov 22 2020,19:00,IFK Göteborg,,,BK Häcken
28,Sun Nov 22 2020,19:00,IFK Norrköping,,,Falkenbergs FF
28,Sun Nov 22 2020,19:00,IK Sirius,,,Mjällby AIF
28,Sun Nov 22 2020,19:00,Kalmar FF,,,Djurgårdens IF
28,Sun Nov 22 2020,19:00,Östersunds FK,,,Varbergs BoIS
29,Sun Nov 29 2020,19:00,AIK Solna,,,Kalmar FF
29,Sun Nov 29 2020,19:00,BK Häcken,,,Örebro SK
29,Sun Nov 29 2020,19:00,Hammarby IF,,,IFK Norrköping
29,Sun Nov 29 2020,19:00,Helsingborgs IF,,,Falkenbergs FF
29,Sun Nov 29 2020,19:00,IK Sirius,,,IF Elfsborg
29,Sun Nov 29 2020,19:00,Mjällby AIF,,,Djurgårdens IF
29,Sun Nov 29 2020,19:00,Östersunds FK,,,IFK Göteborg
29,Sun Nov 29 2020,19:00,Varbergs BoIS,,,Malmö FF
30,Sun Dec 6 2020,19:00,Djurgårdens IF,,,Varbergs BoIS
30,Sun Dec 6 2020,19:00,Falkenbergs FF,,,Mjällby AIF
30,Sun Dec 6 2020,19:00,IF Elfsborg,,,AIK Solna
30,Sun Dec 6 2020,19:00,IFK Göteborg,,,IK Sirius
30,Sun Dec 6 2020,19:00,IFK Norrköping,,,Helsingborgs IF
30,Sun Dec 6 2020,19:00,Kalmar FF,,,BK Häcken
30,Sun Dec 6 2020,19:00,Malmö FF,,,Östersunds FK
30,Sun Dec 6 2020,19:00,Örebro SK,,,Hammarby IF
