Stage,Round,Date,Team 1,FT,Team 2
Apertura,1,Fri Jul 24 2020,Club Necaxa,0-3,Tigres UANL
Apertura,1,Sat Jul 25 2020,CD Guadalajara Chivas,0-0,Club León
Apertura,1,Sat Jul 25 2020,Club Tijuana,3-1,Club Atlas
Apertura,1,Sat Jul 25 2020,Cruz Azul,2-0,Santos Laguna
Apertura,1,Sun Jul 26 2020,Pumas UNAM,3-2,Querétaro FC
Apertura,1,Mon Jul 27 2020,Mazatlán FC,1-4,Club Puebla
Apertura,1,Mon Jul 27 2020,CF Pachuca,1-2,Club América
Apertura,1,Mon Jul 27 2020,Atlético San Luis,1-1,FC Juárez
Apertura,1,Tue Jul 28 2020,CF Monterrey,3-1,Deportivo Toluca FC
Apertura,2,Fri Jul 31 2020,Club Puebla,1-1,Cruz Azul
Apertura,2,Fri Jul 31 2020,FC Juárez,1-0,Club Necaxa
Apertura,2,Sat Aug 1 2020,Tigres UANL,1-1,CF Pachuca
Apertura,2,Sat Aug 1 2020,Club América,4-0,Club Tijuana
Apertura,2,Sun Aug 2 2020,Deportivo Toluca FC,3-2,Atlético San Luis
Apertura,2,Sun Aug 2 2020,Santos Laguna,2-0,CD Guadalajara Chivas
Apertura,2,Sun Aug 2 2020,Querétaro FC,1-1,Mazatlán FC
Apertura,2,Mon Aug 3 2020,Club León,1-0,CF Monterrey
Apertura,2,Mon Aug 3 2020,Club Atlas,1-2,Pumas UNAM
Apertura,3,Thu Aug 6 2020,CF Pachuca,1-0,Querétaro FC
Apertura,3,Thu Aug 6 2020,Club Tijuana,0-0,Tigres UANL
Apertura,3,Fri Aug 7 2020,Mazatlán FC,2-1,Deportivo Toluca FC
Apertura,3,Fri Aug 7 2020,Club Necaxa,1-1,Club América
Apertura,3,Sat Aug 8 2020,Cruz Azul,2-0,Club León
Apertura,3,Sat Aug 8 2020,CF Monterrey,2-2,Santos Laguna
Apertura,3,Sat Aug 8 2020,CD Guadalajara Chivas,0-1,Club Puebla
Apertura,3,Sun Aug 9 2020,Atlético San Luis,1-1,Club Atlas
Apertura,3,Sun Aug 9 2020,Pumas UNAM,1-1,FC Juárez
Apertura,4,Tue Aug 11 2020,Tigres UANL,2-1,Club Puebla
Apertura,4,Tue Aug 11 2020,CF Pachuca,0-1,Club León
Apertura,4,Tue Aug 11 2020,Club Necaxa,1-0,Mazatlán FC
Apertura,4,Wed Aug 12 2020,Querétaro FC,1-0,Cruz Azul
Apertura,4,Wed Aug 12 2020,Club Tijuana,0-2,Atlético San Luis
Apertura,4,Wed Aug 12 2020,Pumas UNAM,1-1,CF Monterrey
Apertura,4,Wed Aug 12 2020,FC Juárez,0-2,CD Guadalajara Chivas
Apertura,4,Thu Aug 13 2020,Club Atlas,1-2,Deportivo Toluca FC
Apertura,4,Thu Aug 13 2020,Club América,3-1,Santos Laguna
Apertura,5,Fri Aug 14 2020,Club Puebla,0-1,CF Pachuca
Apertura,5,Sat Aug 15 2020,CD Guadalajara Chivas,2-1,Atlético San Luis
Apertura,5,Sat Aug 15 2020,CF Monterrey,1-1,Club Necaxa
Apertura,5,Sat Aug 15 2020,Mazatlán FC,0-0,Pumas UNAM
Apertura,5,Sat Aug 15 2020,Cruz Azul,3-2,FC Juárez
Apertura,5,Sun Aug 16 2020,Deportivo Toluca FC,3-2,Tigres UANL
Apertura,5,Sun Aug 16 2020,Santos Laguna,0-0,Club Atlas
Apertura,5,Sun Aug 16 2020,Querétaro FC,4-1,Club América
Apertura,5,Mon Aug 17 2020,Club León,2-1,Club Tijuana
Apertura,6,Fri Aug 21 2020,FC Juárez,0-0,Club León
Apertura,6,Fri Aug 21 2020,Club Necaxa,2-1,Santos Laguna
Apertura,6,Sat Aug 22 2020,Club Atlas,1-0,Querétaro FC
Apertura,6,Sat Aug 22 2020,Tigres UANL,1-1,Pumas UNAM
Apertura,6,Sat Aug 22 2020,Club América,1-3,CF Monterrey
Apertura,6,Sun Aug 23 2020,Deportivo Toluca FC,1-0,CD Guadalajara Chivas
Apertura,6,Sun Aug 23 2020,Atlético San Luis,1-3,Cruz Azul
Apertura,6,Sun Aug 23 2020,Club Tijuana,1-0,Club Puebla
Apertura,6,Mon Aug 24 2020,CF Pachuca,4-3,Mazatlán FC
Apertura,7,Fri Aug 28 2020,Mazatlán FC,1-1,Tigres UANL
Apertura,7,Fri Aug 28 2020,Club Puebla,4-1,Deportivo Toluca FC
Apertura,7,Sat Aug 29 2020,Atlético San Luis,1-2,Club América
Apertura,7,Sat Aug 29 2020,CD Guadalajara Chivas,0-0,CF Pachuca
Apertura,7,Sat Aug 29 2020,Cruz Azul,3-0,Club Necaxa
Apertura,7,Sun Aug 30 2020,Pumas UNAM,3-0,Club Tijuana
Apertura,7,Sun Aug 30 2020,Santos Laguna,2-1,Querétaro FC
Apertura,7,Sun Aug 30 2020,CF Monterrey,2-1,FC Juárez
Apertura,7,Mon Aug 31 2020,Club León,2-1,Club Atlas
Apertura,8,Wed Sep 2 2020,Club América,3-1,Mazatlán FC
Apertura,8,Thu Sep 3 2020,Querétaro FC,4-1,Deportivo Toluca FC
Apertura,8,Thu Sep 3 2020,CF Pachuca,3-1,Atlético San Luis
Apertura,8,Fri Sep 4 2020,Club Necaxa,0-2,Club León
Apertura,8,Fri Sep 4 2020,FC Juárez,1-1,Santos Laguna
Apertura,8,Fri Sep 4 2020,Club Tijuana,2-1,CF Monterrey
Apertura,8,Sat Sep 5 2020,Pumas UNAM,4-1,Club Puebla
Apertura,8,Sat Sep 5 2020,Club Atlas,1-0,Cruz Azul
Apertura,8,Sat Sep 5 2020,Tigres UANL,1-3,CD Guadalajara Chivas
Apertura,9,Tue Sep 8 2020,Atlético San Luis,2-1,Club Necaxa
Apertura,9,Tue Sep 8 2020,Deportivo Toluca FC,0-1,FC Juárez
Apertura,9,Tue Sep 8 2020,CF Monterrey,1-1,Club Atlas
Apertura,9,Tue Sep 8 2020,CD Guadalajara Chivas,1-1,Querétaro FC
Apertura,9,Tue Sep 8 2020,Club Puebla,2-3,Club América
Apertura,9,Wed Sep 9 2020,Club León,1-1,Tigres UANL
Apertura,9,Wed Sep 9 2020,Cruz Azul,1-0,CF Pachuca
Apertura,9,Wed Sep 9 2020,Santos Laguna,1-2,Pumas UNAM
Apertura,9,Wed Sep 9 2020,Mazatlán FC,1-0,Club Tijuana
Apertura,10,Fri Sep 11 2020,Club Necaxa,1-2,CD Guadalajara Chivas
Apertura,10,Fri Sep 11 2020,FC Juárez,1-0,Club Puebla
Apertura,10,Sat Sep 12 2020,Club Atlas,1-1,Mazatlán FC
Apertura,10,Sat Sep 12 2020,Tigres UANL,2-0,Santos Laguna
Apertura,10,Sat Sep 12 2020,Club América,1-1,Deportivo Toluca FC
Apertura,10,Sun Sep 13 2020,Club Tijuana,1-2,Cruz Azul
Apertura,10,Sun Sep 13 2020,Querétaro FC,2-3,Club León
Apertura,10,Sun Sep 13 2020,Pumas UNAM,3-0,Atlético San Luis
Apertura,10,Mon Sep 14 2020,CF Pachuca,1-1,CF Monterrey
Apertura,11,Fri Sep 18 2020,Club Necaxa,0-1,Club Puebla
Apertura,11,Fri Sep 18 2020,Mazatlán FC,2-3,Cruz Azul
Apertura,11,Sat Sep 19 2020,Club América,1-0,CD Guadalajara Chivas
Apertura,11,Sat Sep 19 2020,Tigres UANL,3-0,Querétaro FC
Apertura,11,Sat Sep 19 2020,Club Atlas,0-1,CF Pachuca
Apertura,11,Sun Sep 20 2020,Deportivo Toluca FC,1-2,Santos Laguna
Apertura,11,Sun Sep 20 2020,Atlético San Luis,1-2,CF Monterrey
Apertura,11,Mon Sep 21 2020,Club León,2-0,Pumas UNAM
Apertura,12,Thu Sep 24 2020,CF Pachuca,0-0,Deportivo Toluca FC
Apertura,12,Fri Sep 25 2020,Club Puebla,3-3,Querétaro FC
Apertura,12,Fri Sep 25 2020,FC Juárez,0-1,Club Atlas
Apertura,12,Sat Sep 26 2020,CF Monterrey,0-2,Tigres UANL
Apertura,12,Sat Sep 26 2020,CD Guadalajara Chivas,2-1,Mazatlán FC
Apertura,12,Sat Sep 26 2020,Pumas UNAM,1-1,Club Necaxa
Apertura,12,Sun Sep 27 2020,Atlético San Luis,0-2,Club León
Apertura,12,Sun Sep 27 2020,Cruz Azul,0-0,Club América
Apertura,11,Wed Sep 30 2020,Club Tijuana,2-1,FC Juárez
Apertura,13,Fri Oct 2 2020,Club León,2-1,Mazatlán FC
Apertura,13,Fri Oct 2 2020,Club Puebla,0-2,Santos Laguna
Apertura,13,Sat Oct 3 2020,Club América,2-2,Pumas UNAM
Apertura,13,Sat Oct 3 2020,Tigres UANL,3-0,Atlético San Luis
Apertura,13,Sat Oct 3 2020,Club Atlas,0-1,Club Necaxa
Apertura,13,Sun Oct 4 2020,Club Tijuana,0-0,CD Guadalajara Chivas
Apertura,13,Sun Oct 4 2020,Deportivo Toluca FC,2-0,Cruz Azul
Apertura,13,Sun Oct 4 2020,FC Juárez,1-1,CF Pachuca
Apertura,13,Sun Oct 4 2020,Querétaro FC,1-2,CF Monterrey
Apertura,12,Sun Oct 11 2020,Santos Laguna,2-0,Club Tijuana
Apertura,14,Thu Oct 15 2020,Atlético San Luis,2-1,Querétaro FC
Apertura,14,Fri Oct 16 2020,Club Necaxa,2-0,Club Tijuana
Apertura,14,Fri Oct 16 2020,Mazatlán FC,3-2,FC Juárez
Apertura,14,Sat Oct 17 2020,Cruz Azul,0-2,Tigres UANL
Apertura,14,Sat Oct 17 2020,CD Guadalajara Chivas,3-2,Club Atlas
Apertura,14,Sat Oct 17 2020,CF Monterrey,3-1,Club Puebla
Apertura,14,Sun Oct 18 2020,Pumas UNAM,,Deportivo Toluca FC
Apertura,14,Sun Oct 18 2020,Santos Laguna,,CF Pachuca
Apertura,14,Mon Oct 19 2020,Club León,,Club América
Apertura,15,Fri Oct 23 2020,Club Puebla,,Club León
Apertura,15,Sat Oct 24 2020,Querétaro FC,,Club Necaxa
Apertura,15,Sat Oct 24 2020,Mazatlán FC,,CF Monterrey
Apertura,15,Sat Oct 24 2020,Tigres UANL,,FC Juárez
Apertura,15,Sat Oct 24 2020,Club América,,Club Atlas
Apertura,15,Sun Oct 25 2020,Deportivo Toluca FC,,Club Tijuana
Apertura,15,Sun Oct 25 2020,CD Guadalajara Chivas,,Cruz Azul
Apertura,15,Sun Oct 25 2020,Santos Laguna,,Atlético San Luis
Apertura,15,Mon Oct 26 2020,CF Pachuca,,Pumas UNAM
Apertura,16,Thu Oct 29 2020,Atlético San Luis,,Mazatlán FC
Apertura,16,Fri Oct 30 2020,Club Necaxa,,Deportivo Toluca FC
Apertura,16,Fri Oct 30 2020,Club Tijuana,,CF Pachuca
Apertura,16,Fri Oct 30 2020,FC Juárez,,Querétaro FC
Apertura,16,Sat Oct 31 2020,Club Atlas,,Club Puebla
Apertura,16,Sat Oct 31 2020,CF Monterrey,,Cruz Azul
Apertura,16,Sat Oct 31 2020,Pumas UNAM,,CD Guadalajara Chivas
Apertura,16,Sun Nov 1 2020,Club América,,Tigres UANL
Apertura,16,Mon Nov 2 2020,Club León,,Santos Laguna
Apertura,17,Fri Nov 6 2020,FC Juárez,,Club América
Apertura,17,Fri Nov 6 2020,Club Puebla,,Atlético San Luis
Apertura,17,Sat Nov 7 2020,CD Guadalajara Chivas,,CF Monterrey
Apertura,17,Sat Nov 7 2020,Tigres UANL,,Club Atlas
Apertura,17,Sat Nov 7 2020,Cruz Azul,,Pumas UNAM
Apertura,17,Sun Nov 8 2020,Querétaro FC,,Club Tijuana
Apertura,17,Sun Nov 8 2020,Santos Laguna,,Mazatlán FC
Apertura,17,Sun Nov 8 2020,Deportivo Toluca FC,,Club León
Apertura,17,Mon Nov 9 2020,CF Pachuca,,Club Necaxa
