Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,P,Comments,UTC
Apertura,1,Fri Feb 2 2024,20:20,-05/-0500,Deportes Quindío,0-3 (*),,Atlético Huila,,awd.,2024-02-03T01:20Z
Apertura,1,Fri Feb 2 2024,16:00,-05/-0500,Bogotá FC,0-2,0-1,Unión Magdalena,,,2024-02-02T21:00Z
Apertura,1,Sat Feb 3 2024,15:30,-05/-0500,Barranquilla FC,2-2,0-0,Tigres FC,,,2024-02-03T20:30Z
Apertura,1,Sat Feb 3 2024,15:30,-05/-0500,Llaneros FC,2-0,1-0,Boca Juniors de Cali,,,2024-02-03T20:30Z
Apertura,1,Sat Feb 3 2024,15:45,-05/-0500,Real Cartagena,2-0,1-0,Internacional de Palmira,,,2024-02-03T20:45Z
Apertura,1,Sat Feb 3 2024,15:30,-05/-0500,Real Santander,0-0,0-0,Leones FC,,,2024-02-03T20:30Z
Apertura,1,Sun Feb 4 2024,15:30,-05/-0500,Atlético FC,0-1,0-0,Cúcuta Deportivo,,,2024-02-04T20:30Z
Apertura,1,Sun Feb 4 2024,15:30,-05/-0500,Orsomarso SC,1-1,0-1,Real Soacha Cundinamarca,,,2024-02-04T20:30Z
Apertura,2,Fri Feb 9 2024,15:30,-05/-0500,Tigres FC,0-0,0-0,Deportes Quindío,,,2024-02-09T20:30Z
Apertura,2,Fri Feb 9 2024,16:00,-05/-0500,Cúcuta Deportivo,2-1,1-1,Barranquilla FC,,,2024-02-09T21:00Z
Apertura,2,Sat Feb 10 2024,15:30,-05/-0500,Real Soacha Cundinamarca,4-2,1-0,Real Santander,,,2024-02-10T20:30Z
Apertura,2,Sat Feb 10 2024,15:30,-05/-0500,Boca Juniors de Cali,1-2,1-0,Bogotá FC,,,2024-02-10T20:30Z
Apertura,2,Sun Feb 11 2024,15:30,-05/-0500,Internacional de Palmira,0-1,0-0,Orsomarso SC,,,2024-02-11T20:30Z
Apertura,2,Mon Feb 12 2024,18:00,-05/-0500,Unión Magdalena,1-1,1-0,Llaneros FC,,,2024-02-12T23:00Z
Apertura,2,Mon Feb 12 2024,18:05,-05/-0500,Atlético Huila,2-0,1-0,Real Cartagena,,,2024-02-12T23:05Z
Apertura,2,Mon Feb 12 2024,16:00,-05/-0500,Leones FC,2-0,2-0,Atlético FC,,,2024-02-12T21:00Z
Apertura,3,Thu Feb 15 2024,15:30,-05/-0500,Real Santander,0-3,0-1,Tigres FC,,,2024-02-15T20:30Z
Apertura,3,Fri Feb 16 2024,15:30,-05/-0500,Orsomarso SC,1-3,0-2,Unión Magdalena,,,2024-02-16T20:30Z
Apertura,3,Fri Feb 16 2024,15:30,-05/-0500,Barranquilla FC,2-2,1-1,Leones FC,,,2024-02-16T20:30Z
Apertura,3,Fri Feb 16 2024,15:00,-05/-0500,Bogotá FC,2-2,1-1,Atlético FC,,,2024-02-16T20:00Z
Apertura,3,Sat Feb 17 2024,15:30,-05/-0500,Boca Juniors de Cali,0-2,0-2,Atlético Huila,,,2024-02-17T20:30Z
Apertura,3,Sat Feb 17 2024,15:30,-05/-0500,Deportes Quindío,3-2,1-1,Real Soacha Cundinamarca,,,2024-02-17T20:30Z
Apertura,3,Sat Feb 17 2024,16:00,-05/-0500,Real Cartagena,1-1,0-0,Cúcuta Deportivo,,,2024-02-17T21:00Z
Apertura,3,Sat Feb 17 2024,15:00,-05/-0500,Llaneros FC,1-2,1-1,Internacional de Palmira,,,2024-02-17T20:00Z
Apertura,4,Tue Feb 20 2024,15:30,-05/-0500,Tigres FC,0-1,0-0,Orsomarso SC,,,2024-02-20T20:30Z
Apertura,4,Tue Feb 20 2024,17:00,-05/-0500,Cúcuta Deportivo,1-0,0-0,Boca Juniors de Cali,,,2024-02-20T22:00Z
Apertura,4,Tue Feb 20 2024,18:00,-05/-0500,Unión Magdalena,1-3,0-1,Barranquilla FC,,,2024-02-20T23:00Z
Apertura,4,Tue Feb 20 2024,19:40,-05/-0500,Atlético Huila,1-0,0-0,Real Soacha Cundinamarca,,,2024-02-21T00:40Z
Apertura,4,Wed Feb 21 2024,16:00,-05/-0500,Internacional de Palmira,2-2,2-1,Leones FC,,,2024-02-21T21:00Z
Apertura,4,Thu Feb 22 2024,18:00,-05/-0500,Deportes Quindío,4-0,2-0,Real Santander,,,2024-02-22T23:00Z
Apertura,4,Fri Feb 23 2024,15:30,-05/-0500,Atlético FC,0-3,0-0,Llaneros FC,,,2024-02-23T20:30Z
Apertura,4,Fri Feb 23 2024,15:30,-05/-0500,Real Cartagena,3-0,1-0,Bogotá FC,,,2024-02-23T20:30Z
Apertura,5,Sat Feb 24 2024,15:30,-05/-0500,Orsomarso SC,0-1,0-1,Cúcuta Deportivo,,,2024-02-24T20:30Z
Apertura,5,Mon Feb 26 2024,15:30,-05/-0500,Leones FC,2-3,2-1,Tigres FC,,,2024-02-26T20:30Z
Apertura,5,Mon Feb 26 2024,16:00,-05/-0500,Boca Juniors de Cali,1-0,1-0,Barranquilla FC,,,2024-02-26T21:00Z
Apertura,5,Mon Feb 26 2024,15:00,-05/-0500,Real Soacha Cundinamarca,2-1,1-1,Internacional de Palmira,,,2024-02-26T20:00Z
Apertura,5,Tue Feb 27 2024,15:30,-05/-0500,Real Santander,1-1,1-1,Atlético FC,,,2024-02-27T20:30Z
Apertura,5,Tue Feb 27 2024,18:10,-05/-0500,Unión Magdalena,2-2,1-1,Deportes Quindío,,,2024-02-27T23:10Z
Apertura,5,Tue Feb 27 2024,15:00,-05/-0500,Bogotá FC,2-1,1-1,Atlético Huila,,,2024-02-27T20:00Z
Apertura,5,Wed Feb 28 2024,18:30,-05/-0500,Llaneros FC,0-0,0-0,Real Cartagena,,,2024-02-28T23:30Z
Apertura,6,Sat Mar 2 2024,15:00,-05/-0500,Tigres FC,1-0,0-0,Real Soacha Cundinamarca,,,2024-03-02T20:00Z
Apertura,6,Sat Mar 2 2024,15:30,-05/-0500,Internacional de Palmira,3-0,3-0,Bogotá FC,,,2024-03-02T20:30Z
Apertura,6,Sat Mar 2 2024,18:00,-05/-0500,Deportes Quindío,1-1,1-0,Orsomarso SC,,,2024-03-02T23:00Z
Apertura,6,Sun Mar 3 2024,15:30,-05/-0500,Atlético FC,0-3,0-1,Atlético Huila,,,2024-03-03T20:30Z
Apertura,6,Sun Mar 3 2024,15:30,-05/-0500,Real Cartagena,2-0,1-0,Boca Juniors de Cali,,,2024-03-03T20:30Z
Apertura,6,Mon Mar 4 2024,18:05,-05/-0500,Barranquilla FC,1-0,0-0,Real Santander,,,2024-03-04T23:05Z
Apertura,6,Mon Mar 4 2024,16:00,-05/-0500,Cúcuta Deportivo,1-1,0-0,Unión Magdalena,,,2024-03-04T21:00Z
Apertura,6,Tue Mar 5 2024,19:40,-05/-0500,Leones FC,0-3,0-1,Llaneros FC,,,2024-03-06T00:40Z
Apertura,7,Sun Mar 10 2024,15:00,-05/-0500,Bogotá FC,2-2,1-1,Deportes Quindío,,,2024-03-10T20:00Z
Apertura,7,Sun Mar 10 2024,15:30,-05/-0500,Internacional de Palmira,0-0,0-0,Tigres FC,,,2024-03-10T20:30Z
Apertura,7,Mon Mar 11 2024,15:30,-05/-0500,Boca Juniors de Cali,1-0,0-0,Leones FC,,,2024-03-11T20:30Z
Apertura,7,Mon Mar 11 2024,15:30,-05/-0500,Llaneros FC,2-1,1-0,Barranquilla FC,,,2024-03-11T20:30Z
Apertura,7,Mon Mar 11 2024,18:00,-05/-0500,Unión Magdalena,2-2,0-2,Real Cartagena,,,2024-03-11T23:00Z
Apertura,7,Mon Mar 11 2024,15:30,-05/-0500,Orsomarso SC,4-2,1-0,Real Santander,,,2024-03-11T20:30Z
Apertura,7,Tue Mar 12 2024,19:05,-05/-0500,Atlético Huila,2-1,2-0,Cúcuta Deportivo,,,2024-03-13T00:05Z
Apertura,7,Tue Mar 12 2024,17:00,-05/-0500,Real Soacha Cundinamarca,1-0,1-0,Atlético FC,,,2024-03-12T22:00Z
Apertura,8,Fri Mar 15 2024,15:30,-05/-0500,Barranquilla FC,0-0,0-0,Internacional de Palmira,,,2024-03-15T20:30Z
Apertura,8,Sat Mar 16 2024,15:30,-05/-0500,Real Santander,2-0,1-0,Unión Magdalena,,,2024-03-16T20:30Z
Apertura,8,Sat Mar 16 2024,15:30,-05/-0500,Atlético FC,0-2,0-1,Orsomarso SC,,,2024-03-16T20:30Z
Apertura,8,Sat Mar 16 2024,16:00,-05/-0500,Cúcuta Deportivo,6-0,5-0,Bogotá FC,,,2024-03-16T21:00Z
Apertura,8,Sun Mar 17 2024,15:00,-05/-0500,Real Soacha Cundinamarca,1-0,1-0,Boca Juniors de Cali,,,2024-03-17T20:00Z
Apertura,8,Mon Mar 18 2024,20:05,-05/-0500,Leones FC,1-2,1-1,Atlético Huila,,,2024-03-19T01:05Z
Apertura,8,Mon Mar 18 2024,18:00,-05/-0500,Tigres FC,1-1,0-0,Llaneros FC,,,2024-03-18T23:00Z
Apertura,8,Tue Mar 19 2024,19:30,-05/-0500,Deportes Quindío,1-0,0-0,Real Cartagena,,,2024-03-20T00:30Z
Apertura,9,Sun Mar 24 2024,15:30,-05/-0500,Llaneros FC,3-3,2-3,Real Soacha Cundinamarca,,,2024-03-24T20:30Z
Apertura,9,Sun Mar 24 2024,16:00,-05/-0500,Cúcuta Deportivo,2-1,2-0,Real Santander,,,2024-03-24T21:00Z
Apertura,9,Mon Mar 25 2024,18:00,-05/-0500,Orsomarso SC,4-2,2-0,Internacional de Palmira,,,2024-03-25T23:00Z
Apertura,9,Mon Mar 25 2024,18:30,-05/-0500,Boca Juniors de Cali,0-1,0-0,Atlético FC,,,2024-03-25T23:30Z
Apertura,9,Mon Mar 25 2024,16:00,-05/-0500,Unión Magdalena,2-3,1-1,Leones FC,,,2024-03-25T21:00Z
Apertura,9,Tue Mar 26 2024,16:00,-05/-0500,Real Cartagena,1-1,0-1,Barranquilla FC,,,2024-03-26T21:00Z
Apertura,9,Tue Mar 26 2024,20:05,-05/-0500,Bogotá FC,0-1,0-0,Tigres FC,,,2024-03-27T01:05Z
Apertura,9,Tue Mar 26 2024,15:30,-05/-0500,Atlético Huila,1-0,1-0,Deportes Quindío,,,2024-03-26T20:30Z
Apertura,10,Tue Apr 2 2024,15:30,-05/-0500,Internacional de Palmira,2-1,0-0,Boca Juniors de Cali,,,2024-04-02T20:30Z
Apertura,10,Wed Apr 3 2024,17:30,-05/-0500,Llaneros FC,0-0,0-0,Cúcuta Deportivo,,,2024-04-03T22:30Z
Apertura,10,Wed Apr 3 2024,19:40,-05/-0500,Leones FC,1-1,0-0,Orsomarso SC,,,2024-04-04T00:40Z
Apertura,10,Thu Apr 4 2024,18:00,-05/-0500,Real Soacha Cundinamarca,1-2,0-2,Unión Magdalena,,,2024-04-04T23:00Z
Apertura,10,Thu Apr 4 2024,15:30,-05/-0500,Atlético FC,0-2,0-2,Real Cartagena,,,2024-04-04T20:30Z
Apertura,10,Fri Apr 5 2024,15:30,-05/-0500,Tigres FC,0-1,0-1,Atlético Huila,,,2024-04-05T20:30Z
Apertura,10,Sat Apr 6 2024,15:30,-05/-0500,Barranquilla FC,1-0,1-0,Deportes Quindío,,,2024-04-06T20:30Z
Apertura,10,Sat Apr 6 2024,15:30,-05/-0500,Real Santander,3-0,1-0,Bogotá FC,,,2024-04-06T20:30Z
Apertura,11,Sat Apr 13 2024,15:30,-05/-0500,Boca Juniors de Cali,2-0,1-0,Tigres FC,,,2024-04-13T20:30Z
Apertura,11,Sat Apr 13 2024,16:00,-05/-0500,Unión Magdalena,2-0,1-0,Atlético FC,,,2024-04-13T21:00Z
Apertura,11,Sun Apr 14 2024,16:00,-05/-0500,Cúcuta Deportivo,1-1,1-1,Leones FC,,,2024-04-14T21:00Z
Apertura,11,Sun Apr 14 2024,16:00,-05/-0500,Real Cartagena,2-1,2-1,Real Soacha Cundinamarca,,,2024-04-14T21:00Z
Apertura,11,Sun Apr 14 2024,16:00,-05/-0500,Atlético Huila,1-0,0-0,Real Santander,,,2024-04-14T21:00Z
Apertura,11,Mon Apr 15 2024,17:35,-05/-0500,Bogotá FC,1-2,1-1,Llaneros FC,,,2024-04-15T22:35Z
Apertura,11,Mon Apr 15 2024,19:40,-05/-0500,Deportes Quindío,1-1,1-1,Internacional de Palmira,,,2024-04-16T00:40Z
Apertura,11,Mon Apr 15 2024,15:30,-05/-0500,Orsomarso SC,2-2,1-2,Barranquilla FC,,,2024-04-15T20:30Z
Apertura,12,Fri Apr 19 2024,16:00,-05/-0500,Tigres FC,4-0,1-0,Cúcuta Deportivo,,,2024-04-19T21:00Z
Apertura,12,Fri Apr 19 2024,16:00,-05/-0500,Internacional de Palmira,0-2,0-1,Unión Magdalena,,,2024-04-19T21:00Z
Apertura,12,Fri Apr 19 2024,18:05,-05/-0500,Llaneros FC,1-0,1-0,Orsomarso SC,,,2024-04-19T23:05Z
Apertura,12,Sat Apr 20 2024,15:00,-05/-0500,Leones FC,0-0,0-0,Real Cartagena,,,2024-04-20T20:00Z
Apertura,12,Sat Apr 20 2024,15:30,-05/-0500,Atlético Huila,2-0,1-0,Barranquilla FC,,,2024-04-20T20:30Z
Apertura,12,Sat Apr 20 2024,15:30,-05/-0500,Atlético FC,0-1,0-0,Deportes Quindío,,,2024-04-20T20:30Z
Apertura,12,Sat Apr 20 2024,14:00,-05/-0500,Real Soacha Cundinamarca,2-2,0-2,Bogotá FC,,,2024-04-20T19:00Z
Apertura,12,Sun Apr 21 2024,15:30,-05/-0500,Real Santander,2-3,0-3,Boca Juniors de Cali,,,2024-04-21T20:30Z
Apertura,13,Fri Apr 26 2024,15:30,-05/-0500,Atlético FC,1-3,0-2,Tigres FC,,,2024-04-26T20:30Z
Apertura,13,Fri Apr 26 2024,16:00,-05/-0500,Orsomarso SC,1-2,1-1,Boca Juniors de Cali,,,2024-04-26T21:00Z
Apertura,13,Fri Apr 26 2024,19:40,-05/-0500,Barranquilla FC,1-1,1-1,Real Soacha Cundinamarca,,,2024-04-27T00:40Z
Apertura,13,Sat Apr 27 2024,15:30,-05/-0500,Cúcuta Deportivo,1-0,1-0,Internacional de Palmira,,,2024-04-27T20:30Z
Apertura,13,Sat Apr 27 2024,15:00,-05/-0500,Bogotá FC,2-2,1-0,Leones FC,,,2024-04-27T20:00Z
Apertura,13,Sun Apr 28 2024,18:00,-05/-0500,Unión Magdalena,2-0,1-0,Atlético Huila,,,2024-04-28T23:00Z
Apertura,13,Sun Apr 28 2024,19:00,-05/-0500,Deportes Quindío,1-0,0-0,Llaneros FC,,,2024-04-29T00:00Z
Apertura,13,Sun Apr 28 2024,15:30,-05/-0500,Real Cartagena,3-1,2-0,Real Santander,,,2024-04-28T20:30Z
Apertura,14,Tue Apr 30 2024,15:30,-05/-0500,Internacional de Palmira,3-0,0-0,Atlético FC,,,2024-04-30T20:30Z
Apertura,14,Tue Apr 30 2024,19:40,-05/-0500,Tigres FC,0-0,0-0,Bogotá FC,,,2024-05-01T00:40Z
Apertura,14,Wed May 1 2024,15:30,-05/-0500,Real Soacha Cundinamarca,3-4,2-2,Llaneros FC,,,2024-05-01T20:30Z
Apertura,14,Thu May 2 2024,15:30,-05/-0500,Boca Juniors de Cali,2-1,0-1,Deportes Quindío,,,2024-05-02T20:30Z
Apertura,14,Thu May 2 2024,15:30,-05/-0500,Real Santander,0-3,0-2,Cúcuta Deportivo,,,2024-05-02T20:30Z
Apertura,14,Thu May 2 2024,15:30,-05/-0500,Barranquilla FC,0-1,0-0,Real Cartagena,,,2024-05-02T20:30Z
Apertura,14,Thu May 2 2024,16:00,-05/-0500,Atlético Huila,1-0,0-0,Orsomarso SC,,,2024-05-02T21:00Z
Apertura,14,Thu May 2 2024,15:00,-05/-0500,Leones FC,1-3,1-0,Unión Magdalena,,,2024-05-02T20:00Z
Apertura,15,Sun May 5 2024,15:00,-05/-0500,Bogotá FC,1-0,1-0,Barranquilla FC,,,2024-05-05T20:00Z
Apertura,15,Sun May 5 2024,15:00,-05/-0500,Unión Magdalena,0-0,0-0,Tigres FC,,,2024-05-05T20:00Z
Apertura,15,Sun May 5 2024,15:00,-05/-0500,Real Cartagena,1-2,1-0,Orsomarso SC,,,2024-05-05T20:00Z
Apertura,15,Sun May 5 2024,15:00,-05/-0500,Real Soacha Cundinamarca,4-2,3-1,Leones FC,,,2024-05-05T20:00Z
Apertura,15,Mon May 6 2024,16:00,-05/-0500,Internacional de Palmira,2-1,1-0,Atlético Huila,,,2024-05-06T21:00Z
Apertura,15,Mon May 6 2024,19:00,-05/-0500,Llaneros FC,4-0,4-0,Real Santander,,,2024-05-07T00:00Z
Apertura,15,Mon May 6 2024,19:30,-05/-0500,Deportes Quindío,1-1,0-1,Cúcuta Deportivo,,,2024-05-07T00:30Z
Apertura,15,Mon May 6 2024,15:00,-05/-0500,Atlético FC,0-4,0-2,Boca Juniors de Cali,,,2024-05-06T20:00Z
Apertura,16,Sat May 11 2024,15:00,-05/-0500,Barranquilla FC,4-0,2-0,Atlético FC,,,2024-05-11T20:00Z
Apertura,16,Sun May 12 2024,15:00,-05/-0500,Orsomarso SC,2-0,1-0,Bogotá FC,,,2024-05-12T20:00Z
Apertura,16,Sun May 12 2024,15:00,-05/-0500,Leones FC,2-2,0-0,Deportes Quindío,,,2024-05-12T20:00Z
Apertura,16,Sun May 12 2024,15:00,-05/-0500,Tigres FC,4-2,2-1,Real Cartagena,,,2024-05-12T20:00Z
Apertura,16,Sun May 12 2024,15:00,-05/-0500,Boca Juniors de Cali,0-0,0-0,Unión Magdalena,,,2024-05-12T20:00Z
Apertura,16,Sun May 12 2024,15:00,-05/-0500,Real Santander,0-2,0-1,Internacional de Palmira,,,2024-05-12T20:00Z
Apertura,16,Sun May 12 2024,15:00,-05/-0500,Atlético Huila,2-1,1-0,Llaneros FC,,,2024-05-12T20:00Z
Apertura,16,Sun May 12 2024,15:00,-05/-0500,Cúcuta Deportivo,3-2,1-2,Real Soacha Cundinamarca,,,2024-05-12T20:00Z
Apertura Playoffs,Gruppe B,Fri May 17 2024,20:05,-05/-0500,Deportes Quindío,1-1,0-1,Llaneros FC,,,2024-05-18T01:05Z
Apertura Playoffs,Gruppe B,Fri May 17 2024,18:00,-05/-0500,Unión Magdalena,2-0,1-0,Cúcuta Deportivo,,,2024-05-17T23:00Z
Apertura Playoffs,Gruppe A,Mon May 20 2024,20:05,-05/-0500,Tigres FC,0-1,0-0,Atlético Huila,,,2024-05-21T01:05Z
Apertura Playoffs,Gruppe A,Mon May 20 2024,15:00,-05/-0500,Orsomarso SC,0-0,0-0,Real Cartagena,,,2024-05-20T20:00Z
Apertura Playoffs,Gruppe B,Tue May 21 2024,19:00,-05/-0500,Llaneros FC,1-1,1-0,Unión Magdalena,,,2024-05-22T00:00Z
